train_acc,epoch,step,train_loss,lr-AdamW,val_loss,val_acc,test_acc,test_loss
,106,18724,,,1.1717840433120728,0.5799999833106995,,
,,18725,,2.9999999999999997e-05,,,,
0.6171875,107,18749,1.0613172054290771,,,,,
0.5703125,107,18799,1.220598816871643,,,,,
0.578125,107,18849,1.0831246376037598,,,,,
0.5703125,107,18899,1.1240023374557495,,,,,
,107,18899,,,1.1621495485305786,0.5831999778747559,,
,,18900,,2.9999999999999997e-05,,,,
0.5546875,108,18949,1.213526725769043,,,,,
0.640625,108,18999,1.1169523000717163,,,,,
0.6171875,108,19049,1.1726908683776855,,,,,
,108,19074,,,1.165987253189087,0.58160001039505,,
,,19075,,2.9999999999999997e-05,,,,
0.609375,109,19099,1.0929349660873413,,,,,
0.578125,109,19149,1.152025818824768,,,,,
0.58203125,109,19199,1.1647038459777832,,,,,
0.5625,109,19249,1.1507757902145386,,,,,
,109,19249,,,1.1317375898361206,0.5950000286102295,,
,,19250,,2.9999999999999997e-05,,,,
0.63671875,110,19299,1.0779873132705688,,,,,
0.58984375,110,19349,1.0556864738464355,,,,,
0.64453125,110,19399,1.0312219858169556,,,,,
,110,19424,,,1.1596908569335938,0.5845999717712402,,
,,19425,,2.9999999999999997e-05,,,,
0.58984375,111,19449,1.110816478729248,,,,,
0.6640625,111,19499,1.00848388671875,,,,,
0.6484375,111,19549,1.0790307521820068,,,,,
0.62109375,111,19599,1.0648001432418823,,,,,
,111,19599,,,1.1316343545913696,0.598800003528595,,
,,19600,,2.9999999999999997e-05,,,,
0.57421875,112,19649,1.0865188837051392,,,,,
0.60546875,112,19699,1.069420337677002,,,,,
0.53515625,112,19749,1.2148914337158203,,,,,
,112,19774,,,1.1293435096740723,0.5989999771118164,,
,,19775,,2.9999999999999997e-05,,,,
0.65234375,113,19799,1.01896071434021,,,,,
0.57421875,113,19849,1.0965431928634644,,,,,
0.6015625,113,19899,1.0158729553222656,,,,,
0.56640625,113,19949,1.2467716932296753,,,,,
,113,19949,,,1.1097428798675537,0.599399983882904,,
,,19950,,2.9999999999999997e-05,,,,
0.62890625,114,19999,1.1275453567504883,,,,,
0.578125,114,20049,1.215429663658142,,,,,
0.578125,114,20099,1.2086721658706665,,,,,
,114,20124,,,1.1022590398788452,0.6068000197410583,,
,,20125,,2.9999999999999997e-05,,,,
0.57421875,115,20149,1.1938139200210571,,,,,
0.58203125,115,20199,1.1717256307601929,,,,,
0.66015625,115,20249,0.9799184203147888,,,,,
0.59765625,115,20299,1.1593981981277466,,,,,
,115,20299,,,1.108122706413269,0.599399983882904,,
,,20300,,2.9999999999999997e-05,,,,
0.62109375,116,20349,1.1029554605484009,,,,,
0.67578125,116,20399,0.9493268132209778,,,,,
0.609375,116,20449,1.0913429260253906,,,,,
,116,20474,,,1.09917151927948,0.6057999730110168,,
,,20475,,2.9999999999999997e-05,,,,
0.61328125,117,20499,1.0542534589767456,,,,,
0.625,117,20549,1.0337228775024414,,,,,
0.62109375,117,20599,1.010866403579712,,,,,
0.6171875,117,20649,1.096313238143921,,,,,
,117,20649,,,1.091591477394104,0.6128000020980835,,
,,20650,,2.9999999999999997e-05,,,,
0.6484375,118,20699,1.01339590549469,,,,,
0.6015625,118,20749,1.0632520914077759,,,,,
0.62109375,118,20799,1.0962897539138794,,,,,
,118,20824,,,1.0882046222686768,0.6092000007629395,,
,,20825,,2.9999999999999997e-05,,,,
0.62890625,119,20849,1.0159322023391724,,,,,
0.60546875,119,20899,1.0767406225204468,,,,,
0.625,119,20949,0.9852619767189026,,,,,
0.58984375,119,20999,1.1178481578826904,,,,,
,119,20999,,,1.0920804738998413,0.6096000075340271,,
,,21000,,2.9999999999999997e-05,,,,
0.65625,120,21049,0.9852932691574097,,,,,
0.640625,120,21099,1.0397796630859375,,,,,
0.66796875,120,21149,0.9213965535163879,,,,,
,120,21174,,,1.0818976163864136,0.6161999702453613,,
,,21175,,2.9999999999999997e-05,,,,
0.625,121,21199,1.0194920301437378,,,,,
0.67578125,121,21249,0.9383260607719421,,,,,
0.6171875,121,21299,1.0238652229309082,,,,,
0.6484375,121,21349,0.9505066871643066,,,,,
,121,21349,,,1.0771684646606445,0.6164000034332275,,
,,21350,,2.9999999999999997e-05,,,,
0.59765625,122,21399,1.0988332033157349,,,,,
0.6171875,122,21449,1.0763509273529053,,,,,
0.5859375,122,21499,1.157497525215149,,,,,
,122,21524,,,1.0735238790512085,0.6172000169754028,,
,,21525,,2.9999999999999997e-05,,,,
0.67578125,123,21549,1.009431004524231,,,,,
0.5546875,123,21599,1.2312768697738647,,,,,
0.5859375,123,21649,1.1831250190734863,,,,,
0.609375,123,21699,1.1224427223205566,,,,,
,123,21699,,,1.0656957626342773,0.6204000115394592,,
,,21700,,2.9999999999999997e-05,,,,
0.60546875,124,21749,1.072986125946045,,,,,
0.578125,124,21799,1.1953108310699463,,,,,
0.6484375,124,21849,1.0523592233657837,,,,,
,124,21874,,,1.069273829460144,0.6173999905586243,,
,,21875,,2.9999999999999997e-05,,,,
0.64453125,125,21899,1.0012595653533936,,,,,
0.6015625,125,21949,1.1835607290267944,,,,,
0.625,125,21999,1.0767930746078491,,,,,
0.62890625,125,22049,1.0927420854568481,,,,,
,125,22049,,,1.0736236572265625,0.618399977684021,,
,,22050,,2.9999999999999997e-05,,,,
0.640625,126,22099,0.9851624965667725,,,,,
0.59765625,126,22149,1.077864170074463,,,,,
0.62890625,126,22199,0.9586894512176514,,,,,
,126,22224,,,1.051628828048706,0.6262000203132629,,
,,22225,,2.9999999999999997e-05,,,,
0.65625,127,22249,0.9315022826194763,,,,,
0.66015625,127,22299,1.0044076442718506,,,,,
0.6328125,127,22349,1.0228646993637085,,,,,
0.625,127,22399,1.0316942930221558,,,,,
,127,22399,,,1.050906777381897,0.6304000020027161,,
,,22400,,2.9999999999999997e-05,,,,
0.61328125,128,22449,1.0479319095611572,,,,,
0.62890625,128,22499,1.051986813545227,,,,,
0.60546875,128,22549,1.06938898563385,,,,,
,128,22574,,,1.0628916025161743,0.6205999851226807,,
,,22575,,2.9999999999999997e-05,,,,
0.7109375,129,22599,0.8933106064796448,,,,,
0.66015625,129,22649,1.0440130233764648,,,,,
0.5859375,129,22699,1.0692999362945557,,,,,
0.62890625,129,22749,1.0480530261993408,,,,,
,129,22749,,,1.0439144372940063,0.6294000148773193,,
,,22750,,2.9999999999999997e-05,,,,
0.6796875,130,22799,0.8932015895843506,,,,,
0.62890625,130,22849,1.0365749597549438,,,,,
0.63671875,130,22899,1.0381325483322144,,,,,
,130,22924,,,1.0416096448898315,0.628000020980835,,
,,22925,,2.9999999999999997e-05,,,,
0.65625,131,22949,1.0216102600097656,,,,,
0.6171875,131,22999,1.0962316989898682,,,,,
0.66015625,131,23049,0.9732083678245544,,,,,
0.625,131,23099,1.0233594179153442,,,,,
,131,23099,,,1.0557533502578735,0.6222000122070312,,
,,23100,,2.9999999999999997e-05,,,,
0.6484375,132,23149,0.9730785489082336,,,,,
0.6328125,132,23199,0.9958516359329224,,,,,
0.67578125,132,23249,0.9546714425086975,,,,,
,132,23274,,,1.0424965620040894,0.626800000667572,,
,,23275,,2.9999999999999997e-05,,,,
0.65625,133,23299,0.9496090412139893,,,,,
0.640625,133,23349,0.9475533962249756,,,,,
0.640625,133,23399,1.0397526025772095,,,,,
0.671875,133,23449,0.9368289709091187,,,,,
,133,23449,,,1.0444566011428833,0.6273999810218811,,
,,23450,,2.9999999999999997e-05,,,,
0.68359375,134,23499,1.0001380443572998,,,,,
0.66796875,134,23549,0.9407939314842224,,,,,
0.6640625,134,23599,1.0456433296203613,,,,,
,134,23624,,,1.0253450870513916,0.6304000020027161,,
,,23625,,2.9999999999999997e-05,,,,
0.6328125,135,23649,1.0369256734848022,,,,,
0.671875,135,23699,0.9180058836936951,,,,,
0.640625,135,23749,1.0230358839035034,,,,,
0.62890625,135,23799,0.9853484630584717,,,,,
,135,23799,,,1.0230576992034912,0.6340000033378601,,
,,23800,,2.9999999999999997e-05,,,,
0.6796875,136,23849,0.9360536336898804,,,,,
0.6484375,136,23899,1.0379358530044556,,,,,
0.640625,136,23949,1.024006962776184,,,,,
,136,23974,,,1.0251294374465942,0.6331999897956848,,
,,23975,,2.9999999999999997e-05,,,,
0.66015625,137,23999,0.9622673392295837,,,,,
0.6015625,137,24049,1.0717843770980835,,,,,
0.62109375,137,24099,1.0935803651809692,,,,,
0.6484375,137,24149,1.0030051469802856,,,,,
,137,24149,,,1.0342566967010498,0.6304000020027161,,
,,24150,,2.9999999999999997e-05,,,,
0.62890625,138,24199,0.9961219429969788,,,,,
0.71484375,138,24249,0.9036262631416321,,,,,
0.67578125,138,24299,0.9581480026245117,,,,,
,138,24324,,,1.0224758386611938,0.6366000175476074,,
,,24325,,2.9999999999999997e-05,,,,
0.6640625,139,24349,1.0196740627288818,,,,,
0.6640625,139,24399,0.9731287956237793,,,,,
0.6640625,139,24449,1.0051227807998657,,,,,
0.6328125,139,24499,1.0066136121749878,,,,,
,139,24499,,,1.026468276977539,0.6388000249862671,,
,,24500,,2.9999999999999997e-05,,,,
0.66015625,140,24549,1.011955738067627,,,,,
0.63671875,140,24599,1.0271761417388916,,,,,
0.64453125,140,24649,1.1224039793014526,,,,,
,140,24674,,,1.0345783233642578,0.6335999965667725,,
,,24675,,2.9999999999999997e-05,,,,
0.64453125,141,24699,1.0150301456451416,,,,,
0.640625,141,24749,1.0221071243286133,,,,,
0.66015625,141,24799,0.959283173084259,,,,,
0.640625,141,24849,0.9726980924606323,,,,,
,141,24849,,,1.042701244354248,0.621999979019165,,
,,24850,,2.9999999999999997e-05,,,,
0.65625,142,24899,0.9691023230552673,,,,,
0.68359375,142,24949,0.906522810459137,,,,,
0.6484375,142,24999,0.9962270855903625,,,,,
,142,25024,,,1.0229110717773438,0.635200023651123,,
,,25025,,2.9999999999999997e-05,,,,
0.67578125,143,25049,0.9532619118690491,,,,,
0.65234375,143,25099,1.0176656246185303,,,,,
0.6171875,143,25149,1.0386028289794922,,,,,
0.65234375,143,25199,0.9760204553604126,,,,,
,143,25199,,,1.025197982788086,0.6359999775886536,,
,,25200,,2.9999999999999997e-05,,,,
0.6328125,144,25249,1.0385618209838867,,,,,
0.63671875,144,25299,1.0124452114105225,,,,,
0.66015625,144,25349,1.0321986675262451,,,,,
,144,25374,,,1.0235462188720703,0.63919997215271,,
,,25375,,2.9999999999999997e-05,,,,
0.66015625,145,25399,0.9373283982276917,,,,,
0.6484375,145,25449,1.002055287361145,,,,,
0.6015625,145,25499,1.0519925355911255,,,,,
0.66796875,145,25549,1.0542535781860352,,,,,
,145,25549,,,1.0275981426239014,0.6377999782562256,,
,,25550,,2.9999999999999997e-05,,,,
0.65625,146,25599,0.9112342000007629,,,,,
0.66796875,146,25649,0.9366319179534912,,,,,
0.65625,146,25699,0.9189881086349487,,,,,
,146,25724,,,1.0170928239822388,0.6388000249862671,,
,,25725,,2.9999999999999997e-05,,,,
0.65234375,147,25749,0.9162549376487732,,,,,
0.69921875,147,25799,0.8933025598526001,,,,,
0.625,147,25849,1.034455418586731,,,,,
0.640625,147,25899,1.0221706628799438,,,,,
,147,25899,,,1.0115375518798828,0.6413999795913696,,
,,25900,,2.9999999999999997e-05,,,,
0.6875,148,25949,0.9056228995323181,,,,,
0.6875,148,25999,0.9181807637214661,,,,,
0.6796875,148,26049,0.8963926434516907,,,,,
,148,26074,,,1.0116430521011353,0.6385999917984009,,
,,26075,,2.9999999999999997e-05,,,,
0.625,149,26099,1.0542603731155396,,,,,
0.65625,149,26149,0.8978108167648315,,,,,
0.6953125,149,26199,0.9509295225143433,,,,,
0.62109375,149,26249,1.0448673963546753,,,,,
,149,26249,,,1.0123536586761475,0.6377999782562256,,
,,26250,,3e-06,,,,
0.65234375,150,26299,0.9366532564163208,,,,,
0.71484375,150,26349,0.820793628692627,,,,,
0.640625,150,26399,0.9481539130210876,,,,,
,150,26424,,,1.003397822380066,0.6413999795913696,,
,,26425,,3e-06,,,,
0.62890625,151,26449,1.085793137550354,,,,,
0.71484375,151,26499,0.8080649971961975,,,,,
0.62890625,151,26549,0.9636468887329102,,,,,
0.65625,151,26599,0.9055385589599609,,,,,
,151,26599,,,1.0048822164535522,0.6435999870300293,,
,,26600,,3e-06,,,,
0.6484375,152,26649,1.0238202810287476,,,,,
0.6640625,152,26699,0.9886597394943237,,,,,
0.66796875,152,26749,0.9454205632209778,,,,,
,152,26774,,,1.0054876804351807,0.6412000060081482,,
,,26775,,3e-06,,,,
0.65234375,153,26799,0.883537769317627,,,,,
0.703125,153,26849,0.8719990253448486,,,,,
0.65234375,153,26899,1.0259883403778076,,,,,
0.625,153,26949,1.0065945386886597,,,,,
,153,26949,,,1.0002821683883667,0.6435999870300293,,
,,26950,,3e-06,,,,
0.6875,154,26999,0.9656082987785339,,,,,
0.62890625,154,27049,0.9808776378631592,,,,,
0.625,154,27099,0.9516386985778809,,,,,
,154,27124,,,1.0017280578613281,0.6406000256538391,,
,,27125,,3e-06,,,,
0.69921875,155,27149,0.8369452953338623,,,,,
0.66796875,155,27199,0.9306467771530151,,,,,
0.68359375,155,27249,1.0159647464752197,,,,,
0.66796875,155,27299,0.8836262822151184,,,,,
,155,27299,,,0.9992343783378601,0.6421999931335449,,
,,27300,,3e-06,,,,
0.6484375,156,27349,0.953463613986969,,,,,
0.66796875,156,27399,0.9208788871765137,,,,,
0.6484375,156,27449,0.9474995732307434,,,,,
,156,27474,,,1.0002708435058594,0.6434000134468079,,
,,27475,,3e-06,,,,
0.64453125,157,27499,0.8991897106170654,,,,,
0.69921875,157,27549,0.8662466406822205,,,,,
0.65625,157,27599,1.0066993236541748,,,,,
0.65625,157,27649,0.9432220458984375,,,,,
,157,27649,,,0.9977253675460815,0.6471999883651733,,
,,27650,,3e-06,,,,
0.65234375,158,27699,0.9411970376968384,,,,,
0.7109375,158,27749,0.8988334536552429,,,,,
0.6484375,158,27799,0.998465895652771,,,,,
,158,27824,,,0.9991783499717712,0.6462000012397766,,
,,27825,,3e-06,,,,
0.65234375,159,27849,0.9939894080162048,,,,,
0.66015625,159,27899,0.973680853843689,,,,,
0.6640625,159,27949,1.0036275386810303,,,,,
0.67578125,159,27999,0.9258056282997131,,,,,
,159,27999,,,0.9995614290237427,0.6424000263214111,,
,,28000,,3e-06,,,,
0.6328125,160,28049,1.0446991920471191,,,,,
0.65625,160,28099,1.0757031440734863,,,,,
0.61328125,160,28149,1.01174795627594,,,,,
,160,28174,,,1.0024175643920898,0.6438000202178955,,
,,28175,,3e-06,,,,
0.67578125,161,28199,0.8644464015960693,,,,,
0.69921875,161,28249,0.9070068597793579,,,,,
0.71484375,161,28299,0.8071862459182739,,,,,
0.71875,161,28349,0.8483540415763855,,,,,
,161,28349,,,0.9969996809959412,0.6442000269889832,,
,,28350,,3e-06,,,,
0.65234375,162,28399,0.9698255062103271,,,,,
0.66015625,162,28449,0.9988629221916199,,,,,
0.66015625,162,28499,0.9246540069580078,,,,,
,162,28524,,,0.9976720809936523,0.6448000073432922,,
,,28525,,3e-06,,,,
0.71875,163,28549,0.8924479484558105,,,,,
0.640625,163,28599,0.95149165391922,,,,,
0.625,163,28649,0.9991419911384583,,,,,
0.6640625,163,28699,0.9915482997894287,,,,,
,163,28699,,,1.0019320249557495,0.644599974155426,,
,,28700,,3e-06,,,,
0.6171875,164,28749,1.0177003145217896,,,,,
0.671875,164,28799,0.9219599962234497,,,,,
0.7109375,164,28849,0.8831353187561035,,,,,
,164,28874,,,0.9982061386108398,0.6416000127792358,,
,,28875,,3e-06,,,,
0.703125,165,28899,0.8765890598297119,,,,,
0.66015625,165,28949,0.8856196999549866,,,,,
0.71484375,165,28999,0.8835304379463196,,,,,
0.60546875,165,29049,0.9778574705123901,,,,,
,165,29049,,,0.9946901202201843,0.6434000134468079,,
,,29050,,3e-06,,,,
0.57421875,166,29099,1.1078598499298096,,,,,
0.66796875,166,29149,0.9286137819290161,,,,,
0.71875,166,29199,0.8655700087547302,,,,,
,166,29224,,,0.9978089928627014,0.6435999870300293,,
,,29225,,3e-06,,,,
0.66015625,167,29249,0.9188090562820435,,,,,
0.72265625,167,29299,0.7996584177017212,,,,,
0.671875,167,29349,0.9395167231559753,,,,,
0.703125,167,29399,0.9038971662521362,,,,,
,167,29399,,,0.9960394501686096,0.6430000066757202,,
,,29400,,3e-06,,,,
0.6796875,168,29449,0.9257621765136719,,,,,
0.65625,168,29499,1.0295274257659912,,,,,
0.64453125,168,29549,0.9592128396034241,,,,,
,168,29574,,,0.9965417981147766,0.6460000276565552,,
,,29575,,3e-06,,,,
0.6171875,169,29599,1.0881534814834595,,,,,
0.6796875,169,29649,0.8956322073936462,,,,,
0.6796875,169,29699,0.9191360473632812,,,,,
0.69921875,169,29749,0.85494464635849,,,,,
,169,29749,,,0.9936310648918152,0.6481999754905701,,
,,29750,,3e-06,,,,
0.671875,170,29799,0.9315703511238098,,,,,
0.64453125,170,29849,0.9723768830299377,,,,,
0.62109375,170,29899,1.0021229982376099,,,,,
,170,29924,,,0.9950982332229614,0.644599974155426,,
,,29925,,3e-06,,,,
0.69921875,171,29949,0.9184732437133789,,,,,
0.671875,171,29999,0.873577356338501,,,,,
0.6953125,171,30049,0.9248589873313904,,,,,
0.65625,171,30099,0.9816792011260986,,,,,
,171,30099,,,0.990541398525238,0.6480000019073486,,
,,30100,,3e-06,,,,
0.6328125,172,30149,0.9703274965286255,,,,,
0.68359375,172,30199,0.9351330399513245,,,,,
0.6484375,172,30249,0.9529748558998108,,,,,
,172,30274,,,0.9931599497795105,0.6456000208854675,,
,,30275,,3e-06,,,,
0.68359375,173,30299,0.9369598627090454,,,,,
0.69921875,173,30349,0.8154550790786743,,,,,
0.69921875,173,30399,0.8596282005310059,,,,,
0.68359375,173,30449,0.9293509721755981,,,,,
,173,30449,,,0.9900385737419128,0.646399974822998,,
,,30450,,3e-06,,,,
0.63671875,174,30499,0.9738367199897766,,,,,
0.69921875,174,30549,0.8590099215507507,,,,,
0.66015625,174,30599,0.9891782402992249,,,,,
,174,30624,,,0.9915491342544556,0.646399974822998,,
,,30625,,3e-06,,,,
0.609375,175,30649,1.0766650438308716,,,,,
0.671875,175,30699,0.9180437326431274,,,,,
0.72265625,175,30749,0.8289195895195007,,,,,
0.65234375,175,30799,1.0058174133300781,,,,,
,175,30799,,,0.9918783903121948,0.6460000276565552,,
,,30800,,3e-06,,,,
0.625,176,30849,1.0068762302398682,,,,,
0.65234375,176,30899,0.9950043559074402,,,,,
0.63671875,176,30949,1.053343415260315,,,,,
,176,30974,,,0.9950619339942932,0.646399974822998,,
,,30975,,3e-06,,,,
0.64453125,177,30999,0.9932781457901001,,,,,
0.671875,177,31049,1.0017911195755005,,,,,
0.671875,177,31099,0.9140679836273193,,,,,
0.640625,177,31149,0.9120590686798096,,,,,
,177,31149,,,0.9924575090408325,0.6470000147819519,,
,,31150,,3e-06,,,,
0.69921875,178,31199,0.8448375463485718,,,,,
0.65625,178,31249,0.9296557903289795,,,,,
0.6875,178,31299,0.8963202238082886,,,,,
,178,31324,,,0.9881985187530518,0.6489999890327454,,
,,31325,,3e-06,,,,
0.60546875,179,31349,1.185417890548706,,,,,
0.7109375,179,31399,0.8622552156448364,,,,,
0.70703125,179,31449,0.8837628960609436,,,,,
0.67578125,179,31499,0.8928579688072205,,,,,
,179,31499,,,0.9908255934715271,0.6466000080108643,,
,180,31500,,,,,0.6489999890327454,0.9881985187530518
,180,31500,,,,,0.646399974822998,0.9971348643302917
