epoch,train_acc,step,lr-AdamW,train_loss,val_loss,val_acc,test_acc,test_loss
6,,2456,,,0.9964816570281982,0.6466000080108643,,
,,2457,0.0003,,,,,
7,0.59375,2499,,1.09476900100708,,,,
7,0.6484375,2549,,1.0222272872924805,,,,
7,0.640625,2599,,0.8946886658668518,,,,
7,0.671875,2649,,0.8110391497612,,,,
7,0.6953125,2699,,0.8146880269050598,,,,
7,0.7109375,2749,,0.892971932888031,,,,
7,0.7421875,2799,,0.9137345552444458,,,,
7,,2807,,,0.9685313701629639,0.6615999937057495,,
,,2808,0.0003,,,,,
8,0.65625,2849,,0.9239796996116638,,,,
8,0.7109375,2899,,0.7680342793464661,,,,
8,0.65625,2949,,0.9946210980415344,,,,
8,0.6875,2999,,0.9482569694519043,,,,
8,0.6875,3049,,0.8819711208343506,,,,
8,0.7578125,3099,,0.7725507616996765,,,,
8,0.6328125,3149,,0.9023749828338623,,,,
8,,3158,,,0.9583534002304077,0.6647999882698059,,
,,3159,0.0003,,,,,
9,0.6875,3199,,0.8420027494430542,,,,
9,0.6640625,3249,,0.9634770750999451,,,,
9,0.671875,3299,,0.9670982360839844,,,,
9,0.6953125,3349,,0.9375132322311401,,,,
9,0.7734375,3399,,0.7293207049369812,,,,
9,0.5546875,3449,,1.151939034461975,,,,
9,0.6484375,3499,,0.9722228050231934,,,,
9,,3509,,,0.9211095571517944,0.6761999726295471,,
,,3510,0.0003,,,,,
10,0.7109375,3549,,0.7879478931427002,,,,
10,0.78125,3599,,0.6718389391899109,,,,
10,0.765625,3649,,0.7271194458007812,,,,
10,0.71875,3699,,0.833405077457428,,,,
10,0.6875,3749,,0.8437667489051819,,,,
10,0.7109375,3799,,0.8544342517852783,,,,
10,0.65625,3849,,0.8566420078277588,,,,
10,,3860,,,0.9430288076400757,0.6732000112533569,,
,,3861,0.0003,,,,,
11,0.734375,3899,,0.8053154349327087,,,,
11,0.734375,3949,,0.7471063137054443,,,,
11,0.71875,3999,,0.8599084615707397,,,,
11,0.703125,4049,,0.8913136720657349,,,,
11,0.7109375,4099,,0.7989742159843445,,,,
11,0.6875,4149,,0.9223673343658447,,,,
11,0.703125,4199,,0.8269070982933044,,,,
11,,4211,,,0.940940260887146,0.6687999963760376,,
,,4212,0.0003,,,,,
12,0.703125,4249,,0.957123875617981,,,,
12,0.6953125,4299,,0.876266598701477,,,,
12,0.6796875,4349,,0.7822054028511047,,,,
12,0.7265625,4399,,0.7118002772331238,,,,
12,0.7734375,4449,,0.7064787149429321,,,,
12,0.6796875,4499,,0.9401316046714783,,,,
12,0.7578125,4549,,0.7666874527931213,,,,
12,,4562,,,0.930924117565155,0.6791999936103821,,
,,4563,0.0003,,,,,
13,0.734375,4599,,0.7943934202194214,,,,
13,0.71875,4649,,0.8707452416419983,,,,
13,0.6953125,4699,,0.9012618064880371,,,,
13,0.71875,4749,,0.7389143705368042,,,,
13,0.703125,4799,,0.7445299029350281,,,,
13,0.7890625,4849,,0.665101170539856,,,,
13,0.6640625,4899,,0.9316008687019348,,,,
13,,4913,,,0.8469052910804749,0.7024000287055969,,
,,4914,0.0003,,,,,
14,0.65625,4949,,0.8628726005554199,,,,
14,0.65625,4999,,0.9378063082695007,,,,
14,0.7109375,5049,,0.8054215312004089,,,,
14,0.765625,5099,,0.749066948890686,,,,
14,0.7421875,5149,,0.807003915309906,,,,
14,0.7421875,5199,,0.812395453453064,,,,
14,0.71875,5249,,0.7804791927337646,,,,
14,,5264,,,0.8687378168106079,0.6880000233650208,,
,,5265,0.0003,,,,,
15,0.78125,5299,,0.6300866603851318,,,,
15,0.7109375,5349,,0.7152079939842224,,,,
15,0.6953125,5399,,0.8296692371368408,,,,
15,0.75,5449,,0.6846132278442383,,,,
15,0.6953125,5499,,0.8954712748527527,,,,
15,0.7109375,5549,,0.7977851033210754,,,,
15,0.703125,5599,,0.8909870386123657,,,,
15,,5615,,,0.8345222473144531,0.7031999826431274,,
,,5616,0.0003,,,,,
16,0.7109375,5649,,0.8264203071594238,,,,
16,0.7265625,5699,,0.7846485376358032,,,,
16,0.75,5749,,0.7314779758453369,,,,
16,0.765625,5799,,0.7250465750694275,,,,
16,0.75,5849,,0.7220144271850586,,,,
16,0.6640625,5899,,0.9183920621871948,,,,
16,0.7265625,5949,,0.752234160900116,,,,
16,,5966,,,0.8731216788291931,0.6926000118255615,,
,,5967,0.0003,,,,,
17,0.6953125,5999,,0.833411455154419,,,,
17,0.6953125,6049,,0.8046445846557617,,,,
17,0.765625,6099,,0.6572820544242859,,,,
17,0.75,6149,,0.7155370116233826,,,,
17,0.734375,6199,,0.7752941846847534,,,,
17,0.7734375,6249,,0.6369460821151733,,,,
17,0.7578125,6299,,0.6955610513687134,,,,
17,,6317,,,0.8267072439193726,0.7156000137329102,,
,,6318,0.0003,,,,,
18,0.71875,6349,,0.6982653141021729,,,,
18,0.7890625,6399,,0.676782488822937,,,,
18,0.703125,6449,,0.7899546027183533,,,,
18,0.7421875,6499,,0.6441666483879089,,,,
18,0.7265625,6549,,0.7976455688476562,,,,
18,0.7421875,6599,,0.8731235265731812,,,,
18,0.765625,6649,,0.6609172224998474,,,,
18,,6668,,,0.8168219923973083,0.7192000150680542,,
,,6669,0.0003,,,,,
19,0.7734375,6699,,0.6983290910720825,,,,
19,0.734375,6749,,0.7124507427215576,,,,
19,0.6875,6799,,0.8256378173828125,,,,
19,0.796875,6849,,0.5627443790435791,,,,
19,0.7890625,6899,,0.5371735095977783,,,,
19,0.7109375,6949,,0.7880818843841553,,,,
19,0.7265625,6999,,0.7671201229095459,,,,
19,,7019,,,0.7980597615242004,0.7193999886512756,,
,,7020,0.0003,,,,,
20,0.78125,7049,,0.677978515625,,,,
20,0.734375,7099,,0.6775608658790588,,,,
20,0.7265625,7149,,0.7222742438316345,,,,
20,0.71875,7199,,0.7650802731513977,,,,
20,0.8046875,7249,,0.5546314716339111,,,,
20,0.7734375,7299,,0.5688247680664062,,,,
20,0.7578125,7349,,0.7012414336204529,,,,
20,,7370,,,0.8368875980377197,0.7116000056266785,,
,,7371,0.0003,,,,,
21,0.8125,7399,,0.5223948359489441,,,,
21,0.7578125,7449,,0.628136157989502,,,,
21,0.7265625,7499,,0.6889018416404724,,,,
21,0.75,7549,,0.6943048238754272,,,,
21,0.796875,7599,,0.5312897562980652,,,,
21,0.8203125,7649,,0.591593861579895,,,,
21,0.796875,7699,,0.6021934747695923,,,,
21,,7721,,,0.7762054204940796,0.7337999939918518,,
,,7722,0.0003,,,,,
22,0.8203125,7749,,0.6200535893440247,,,,
22,0.7421875,7799,,0.7364641427993774,,,,
22,0.8046875,7849,,0.5530232787132263,,,,
22,0.7578125,7899,,0.6473396420478821,,,,
22,0.78125,7949,,0.6246674060821533,,,,
22,0.84375,7999,,0.5991740226745605,,,,
22,0.8046875,8049,,0.6103728413581848,,,,
22,,8072,,,0.7856085300445557,0.7328000068664551,,
,,8073,0.0003,,,,,
23,0.7578125,8099,,0.633452296257019,,,,
23,0.8359375,8149,,0.48990556597709656,,,,
23,0.75,8199,,0.5813987255096436,,,,
23,0.7734375,8249,,0.6347584128379822,,,,
23,0.8046875,8299,,0.5971210598945618,,,,
23,0.7578125,8349,,0.7208881974220276,,,,
23,0.7734375,8399,,0.5604786276817322,,,,
23,,8423,,,0.8035971522331238,0.7268000245094299,,
,,8424,0.0003,,,,,
24,0.703125,8449,,0.7585306167602539,,,,
24,0.7421875,8499,,0.5862770080566406,,,,
24,0.7734375,8549,,0.5746794939041138,,,,
24,0.8125,8599,,0.5345299243927002,,,,
24,0.796875,8649,,0.5566564202308655,,,,
24,0.7578125,8699,,0.7318170070648193,,,,
24,0.75,8749,,0.6655786633491516,,,,
24,,8774,,,0.7528685927391052,0.734000027179718,,
,,8775,0.0003,,,,,
25,0.7734375,8799,,0.6498556137084961,,,,
25,0.78125,8849,,0.609370768070221,,,,
25,0.796875,8899,,0.5860133767127991,,,,
25,0.8359375,8949,,0.47756218910217285,,,,
25,0.8359375,8999,,0.4805460274219513,,,,
25,0.7265625,9049,,0.7118982672691345,,,,
25,0.84375,9099,,0.5194099545478821,,,,
25,,9125,,,0.8088628053665161,0.7279999852180481,,
,,9126,0.0003,,,,,
26,0.8046875,9149,,0.5717177987098694,,,,
26,0.7109375,9199,,0.7375214099884033,,,,
26,0.796875,9249,,0.5639503002166748,,,,
26,0.859375,9299,,0.4138697683811188,,,,
26,0.7578125,9349,,0.6195130348205566,,,,
26,0.796875,9399,,0.5592712163925171,,,,
26,0.8359375,9449,,0.4802747070789337,,,,
26,,9476,,,0.7811146974563599,0.7360000014305115,,
,,9477,0.0003,,,,,
27,0.859375,9499,,0.4249400198459625,,,,
27,0.7578125,9549,,0.574073314666748,,,,
27,0.828125,9599,,0.5273478627204895,,,,
27,0.84375,9649,,0.4750335216522217,,,,
27,0.7578125,9699,,0.59524005651474,,,,
27,0.8671875,9749,,0.40903836488723755,,,,
27,0.75,9799,,0.7131984829902649,,,,
27,,9827,,,0.7910037636756897,0.7355999946594238,,
,,9828,0.0003,,,,,
28,0.8125,9849,,0.5221401453018188,,,,
28,0.7734375,9899,,0.658561646938324,,,,
28,0.78125,9949,,0.6331204175949097,,,,
28,0.859375,9999,,0.3927425742149353,,,,
28,0.8359375,10049,,0.48182931542396545,,,,
28,0.8515625,10099,,0.5080347657203674,,,,
28,0.8125,10149,,0.6492052674293518,,,,
28,,10178,,,0.7586060762405396,0.7490000128746033,,
,,10179,0.0003,,,,,
29,0.8046875,10199,,0.560218334197998,,,,
29,0.796875,10249,,0.5374875664710999,,,,
29,0.8203125,10299,,0.5841822624206543,,,,
29,0.8125,10349,,0.5251140594482422,,,,
29,0.8203125,10399,,0.4698933959007263,,,,
29,0.8671875,10449,,0.40873873233795166,,,,
29,0.8515625,10499,,0.45108285546302795,,,,
29,,10529,,,0.7693828344345093,0.7429999709129333,,
,,10530,0.0003,,,,,
30,0.8359375,10549,,0.43064871430397034,,,,
30,0.859375,10599,,0.3768705725669861,,,,
30,0.84375,10649,,0.45567435026168823,,,,
30,0.8359375,10699,,0.4683450758457184,,,,
30,0.8125,10749,,0.45708924531936646,,,,
30,0.8203125,10799,,0.5403795838356018,,,,
30,0.828125,10849,,0.560615599155426,,,,
30,,10880,,,0.7585342526435852,0.7468000054359436,,
,,10881,0.0003,,,,,
31,0.8359375,10899,,0.41965824365615845,,,,
31,0.875,10949,,0.34930047392845154,,,,
31,0.84375,10999,,0.41126710176467896,,,,
31,0.8046875,11049,,0.5689928531646729,,,,
31,0.7890625,11099,,0.5327524542808533,,,,
31,0.7578125,11149,,0.6461369395256042,,,,
31,0.8125,11199,,0.5594680905342102,,,,
31,,11231,,,0.7418593764305115,0.7490000128746033,,
,,11232,0.0003,,,,,
32,0.8671875,11249,,0.4423011839389801,,,,
32,0.8203125,11299,,0.5284936428070068,,,,
32,0.859375,11349,,0.39869165420532227,,,,
32,0.8203125,11399,,0.4764660596847534,,,,
32,0.78125,11449,,0.4867491126060486,,,,
32,0.8984375,11499,,0.35630688071250916,,,,
32,0.828125,11549,,0.5210384726524353,,,,
32,,11582,,,0.7939298152923584,0.7350000143051147,,
,,11583,0.0003,,,,,
33,0.875,11599,,0.3759750723838806,,,,
33,0.7421875,11649,,0.6358083486557007,,,,
33,0.78125,11699,,0.5489611029624939,,,,
33,0.8125,11749,,0.5261384844779968,,,,
33,0.7734375,11799,,0.5553176403045654,,,,
33,0.8203125,11849,,0.5093826055526733,,,,
33,0.8125,11899,,0.49176257848739624,,,,
33,,11933,,,0.7732986807823181,0.7472000122070312,,
,,11934,0.0003,,,,,
34,0.8515625,11949,,0.40917888283729553,,,,
34,0.8046875,11999,,0.539533793926239,,,,
34,0.9296875,12049,,0.2702862322330475,,,,
34,0.8671875,12099,,0.3806745111942291,,,,
34,0.875,12149,,0.3578201234340668,,,,
34,0.84375,12199,,0.4562446177005768,,,,
34,0.8359375,12249,,0.46392822265625,,,,
34,,12284,,,0.736697793006897,0.7595999836921692,,
,,12285,0.0003,,,,,
35,0.8828125,12299,,0.3341044783592224,,,,
35,0.8671875,12349,,0.36116763949394226,,,,
35,0.90625,12399,,0.31360816955566406,,,,
35,0.8359375,12449,,0.4434032142162323,,,,
35,0.8203125,12499,,0.47542256116867065,,,,
35,0.8359375,12549,,0.49380847811698914,,,,
35,0.78125,12599,,0.545504093170166,,,,
35,,12635,,,0.7652298808097839,0.7522000074386597,,
,,12636,0.0003,,,,,
36,0.9140625,12649,,0.28411489725112915,,,,
36,0.8203125,12699,,0.46636345982551575,,,,
36,0.8515625,12749,,0.46056100726127625,,,,
36,0.8359375,12799,,0.4726654291152954,,,,
36,0.8828125,12849,,0.3914507031440735,,,,
36,0.8125,12899,,0.5346165895462036,,,,
36,0.8515625,12949,,0.4134257137775421,,,,
36,,12986,,,0.772222638130188,0.7440000176429749,,
,,12987,0.0003,,,,,
37,0.9140625,12999,,0.3479357957839966,,,,
37,0.8984375,13049,,0.32290762662887573,,,,
37,0.8515625,13099,,0.44749531149864197,,,,
37,0.8125,13149,,0.4310678541660309,,,,
37,0.7734375,13199,,0.5706152319908142,,,,
37,0.8046875,13249,,0.4254996180534363,,,,
37,0.859375,13299,,0.4044313132762909,,,,
37,,13337,,,0.7930827140808105,0.7465999722480774,,
,,13338,0.0003,,,,,
38,0.8828125,13349,,0.3341081738471985,,,,
38,0.8671875,13399,,0.3182334899902344,,,,
38,0.890625,13449,,0.3127838969230652,,,,
38,0.90625,13499,,0.30266183614730835,,,,
38,0.796875,13549,,0.5015504360198975,,,,
38,0.8828125,13599,,0.38338062167167664,,,,
38,0.859375,13649,,0.4350053668022156,,,,
38,,13688,,,0.7776072025299072,0.7458000183105469,,
,,13689,0.0003,,,,,
39,0.875,13699,,0.3661852478981018,,,,
39,0.8515625,13749,,0.39678749442100525,,,,
39,0.8203125,13799,,0.4203111231327057,,,,
39,0.890625,13849,,0.28135672211647034,,,,
39,0.8359375,13899,,0.3460886478424072,,,,
39,0.8671875,13949,,0.40330204367637634,,,,
39,0.8515625,13999,,0.4711642265319824,,,,
39,,14039,,,0.803215503692627,0.746999979019165,,
,,14040,0.0003,,,,,
40,0.8984375,14049,,0.3429582715034485,,,,
40,0.875,14099,,0.38222748041152954,,,,
40,0.8828125,14149,,0.36175504326820374,,,,
40,0.8203125,14199,,0.4553210139274597,,,,
40,0.8203125,14249,,0.41953352093696594,,,,
40,0.8984375,14299,,0.25901132822036743,,,,
40,0.875,14349,,0.3543488681316376,,,,
40,,14390,,,0.8223627805709839,0.7537999749183655,,
,,14391,0.0003,,,,,
41,0.90625,14399,,0.25966158509254456,,,,
41,0.875,14449,,0.37150976061820984,,,,
41,0.875,14499,,0.31565213203430176,,,,
41,0.859375,14549,,0.41531190276145935,,,,
41,0.8828125,14599,,0.35109975934028625,,,,
41,0.859375,14649,,0.3517792820930481,,,,
41,0.8828125,14699,,0.2980809211730957,,,,
41,,14741,,,0.8062160611152649,0.746999979019165,,
,,14742,0.0003,,,,,
42,0.8984375,14749,,0.32412686944007874,,,,
42,0.859375,14799,,0.3469558656215668,,,,
42,0.7890625,14849,,0.518486738204956,,,,
42,0.921875,14899,,0.25850164890289307,,,,
42,0.8671875,14949,,0.36891743540763855,,,,
42,0.90625,14999,,0.2642578184604645,,,,
42,0.8515625,15049,,0.4316297769546509,,,,
42,,15092,,,0.8208374977111816,0.7498000264167786,,
,,15093,0.0003,,,,,
43,0.8671875,15099,,0.4049842953681946,,,,
43,0.8828125,15149,,0.3795320987701416,,,,
43,0.921875,15199,,0.20417708158493042,,,,
43,0.84375,15249,,0.4271579384803772,,,,
43,0.859375,15299,,0.39441317319869995,,,,
43,0.8359375,15349,,0.39417824149131775,,,,
43,0.921875,15399,,0.20285217463970184,,,,
43,,15443,,,0.7992507219314575,0.7562000155448914,,
,,15444,0.0003,,,,,
44,0.875,15449,,0.38647550344467163,,,,
44,0.9140625,15499,,0.29154151678085327,,,,
44,0.90625,15549,,0.33908161520957947,,,,
44,0.890625,15599,,0.40658414363861084,,,,
44,0.8828125,15649,,0.3444550335407257,,,,
44,0.8984375,15699,,0.3272417187690735,,,,
44,0.921875,15749,,0.29831841588020325,,,,
44,,15794,,,0.8103793263435364,0.7495999932289124,,
,,15795,0.0003,,,,,
45,0.875,15799,,0.2840394973754883,,,,
45,0.8671875,15849,,0.3254562318325043,,,,
45,0.953125,15899,,0.19175687432289124,,,,
45,0.8984375,15949,,0.3324545919895172,,,,
45,0.890625,15999,,0.27343395352363586,,,,
45,0.8671875,16049,,0.37103042006492615,,,,
45,0.84375,16099,,0.4152432680130005,,,,
45,,16145,,,0.8476609587669373,0.754800021648407,,
,,16146,0.0003,,,,,
46,0.90625,16149,,0.25062116980552673,,,,
46,0.890625,16199,,0.3308145999908447,,,,
46,0.8828125,16249,,0.28651630878448486,,,,
46,0.859375,16299,,0.418326735496521,,,,
46,0.9140625,16349,,0.25274065136909485,,,,
46,0.8984375,16399,,0.32886382937431335,,,,
46,0.8984375,16449,,0.34598931670188904,,,,
46,,16496,,,0.8576392531394958,0.7588000297546387,,
,,16497,0.0003,,,,,
47,0.9140625,16499,,0.2169545590877533,,,,
47,0.9296875,16549,,0.2519455850124359,,,,
47,0.828125,16599,,0.44867220520973206,,,,
47,0.890625,16649,,0.33446887135505676,,,,
47,0.8671875,16699,,0.43338072299957275,,,,
47,0.9140625,16749,,0.3026248514652252,,,,
47,0.9296875,16799,,0.2185383290052414,,,,
47,,16847,,,0.8117662668228149,0.7599999904632568,,
,,16848,0.0003,,,,,
48,0.9296875,16849,,0.2066964954137802,,,,
48,0.84375,16899,,0.3560076653957367,,,,
48,0.921875,16949,,0.280574232339859,,,,
48,0.921875,16999,,0.20331045985221863,,,,
48,0.9296875,17049,,0.2028748095035553,,,,
48,0.9140625,17099,,0.24768060445785522,,,,
48,0.8984375,17149,,0.2685752511024475,,,,
48,,17198,,,0.8588815331459045,0.7567999958992004,,
,,17199,0.0003,,,,,
49,0.9140625,17199,,0.25736451148986816,,,,
49,0.9296875,17249,,0.23050206899642944,,,,
49,0.9296875,17299,,0.2877969443798065,,,,
49,0.90625,17349,,0.325960248708725,,,,
49,0.8828125,17399,,0.26991257071495056,,,,
49,0.9140625,17449,,0.3168572187423706,,,,
49,0.9140625,17499,,0.3285687267780304,,,,
49,0.875,17549,,0.3328338861465454,,,,
49,,17549,,,0.8709741234779358,0.7476000189781189,,
,,17550,0.0003,,,,,
50,0.9296875,17599,,0.25030776858329773,,,,
50,0.921875,17649,,0.27623412013053894,,,,
50,0.8984375,17699,,0.2795582115650177,,,,
50,0.8984375,17749,,0.27000075578689575,,,,
50,0.8984375,17799,,0.29278653860092163,,,,
50,0.9296875,17849,,0.22642557322978973,,,,
50,0.953125,17899,,0.191513791680336,,,,
50,,17900,,,0.8489170670509338,0.7522000074386597,,
,,17901,0.0003,,,,,
51,0.8828125,17949,,0.2764430344104767,,,,
51,0.8984375,17999,,0.2625439465045929,,,,
51,0.890625,18049,,0.26404234766960144,,,,
51,0.8984375,18099,,0.3104700446128845,,,,
51,0.8828125,18149,,0.304027259349823,,,,
51,0.890625,18199,,0.3046671152114868,,,,
51,0.9140625,18249,,0.26943477988243103,,,,
51,,18251,,,0.8739590644836426,0.7572000026702881,,
,,18252,0.0003,,,,,
52,0.8984375,18299,,0.29927563667297363,,,,
52,0.828125,18349,,0.36868250370025635,,,,
52,0.9296875,18399,,0.21872006356716156,,,,
52,0.9453125,18449,,0.19394782185554504,,,,
52,0.9296875,18499,,0.18380194902420044,,,,
52,0.921875,18549,,0.25651654601097107,,,,
52,0.9453125,18599,,0.1971912831068039,,,,
52,,18602,,,0.8850209712982178,0.7531999945640564,,
,,18603,0.0003,,,,,
53,0.9140625,18649,,0.2757820188999176,,,,
53,0.9375,18699,,0.19824351370334625,,,,
53,0.90625,18749,,0.29659706354141235,,,,
53,0.9140625,18799,,0.2127564251422882,,,,
53,0.90625,18849,,0.24427461624145508,,,,
53,0.9375,18899,,0.15409031510353088,,,,
53,0.9140625,18949,,0.251054584980011,,,,
53,,18953,,,0.8427038192749023,0.7652000188827515,,
,,18954,0.0003,,,,,
54,0.890625,18999,,0.2861766219139099,,,,
54,0.9140625,19049,,0.2237166166305542,,,,
54,0.8671875,19099,,0.29236504435539246,,,,
54,0.8984375,19149,,0.23701037466526031,,,,
54,0.9453125,19199,,0.1621759831905365,,,,
54,0.8828125,19249,,0.28162866830825806,,,,
54,0.9375,19299,,0.18779850006103516,,,,
54,,19304,,,0.8698436617851257,0.7603999972343445,,
,,19305,0.0003,,,,,
55,0.953125,19349,,0.18031853437423706,,,,
55,0.9453125,19399,,0.20775505900382996,,,,
55,0.890625,19449,,0.3119790554046631,,,,
55,0.875,19499,,0.31590375304222107,,,,
55,0.9140625,19549,,0.24699854850769043,,,,
55,0.9140625,19599,,0.2719340920448303,,,,
55,0.8828125,19649,,0.3339211344718933,,,,
55,,19655,,,0.8766563534736633,0.7580000162124634,,
,,19656,0.0003,,,,,
56,0.9453125,19699,,0.15840832889080048,,,,
56,0.9375,19749,,0.19485768675804138,,,,
56,0.84375,19799,,0.4095861315727234,,,,
56,0.921875,19849,,0.18675480782985687,,,,
56,0.9296875,19899,,0.2679370045661926,,,,
56,0.8828125,19949,,0.31074607372283936,,,,
56,0.859375,19999,,0.3495616316795349,,,,
56,,20006,,,0.9164280295372009,0.7487999796867371,,
,,20007,0.0003,,,,,
57,0.9140625,20049,,0.2653660774230957,,,,
57,0.953125,20099,,0.16835705935955048,,,,
57,0.9375,20149,,0.19095377624034882,,,,
57,0.890625,20199,,0.24397043883800507,,,,
57,0.9140625,20249,,0.23139803111553192,,,,
57,0.9140625,20299,,0.2317223995923996,,,,
57,0.8828125,20349,,0.24663424491882324,,,,
57,,20357,,,0.9161098599433899,0.7501999735832214,,
,,20358,0.0003,,,,,
58,0.9375,20399,,0.17848630249500275,,,,
58,0.90625,20449,,0.2517356872558594,,,,
58,0.9140625,20499,,0.3000025749206543,,,,
58,0.9765625,20549,,0.15638868510723114,,,,
58,0.8828125,20599,,0.3653113543987274,,,,
58,0.921875,20649,,0.16050831973552704,,,,
58,0.90625,20699,,0.24415063858032227,,,,
58,,20708,,,0.8886713981628418,0.7576000094413757,,
,,20709,0.0003,,,,,
59,0.9375,20749,,0.24982425570487976,,,,
59,0.8828125,20799,,0.2986675798892975,,,,
59,0.890625,20849,,0.22055402398109436,,,,
59,0.921875,20899,,0.3004108965396881,,,,
59,0.9609375,20949,,0.10591531544923782,,,,
59,0.890625,20999,,0.30596286058425903,,,,
59,0.9296875,21049,,0.21288418769836426,,,,
59,,21059,,,0.9220697283744812,0.7486000061035156,,
,,21060,0.0003,,,,,
60,0.9375,21099,,0.1800629049539566,,,,
60,0.9375,21149,,0.15523667633533478,,,,
60,0.953125,21199,,0.1256851851940155,,,,
60,0.921875,21249,,0.21632921695709229,,,,
60,0.8984375,21299,,0.22229047119617462,,,,
60,0.9296875,21349,,0.24102842807769775,,,,
60,0.9375,21399,,0.15124355256557465,,,,
60,,21410,,,0.894311249256134,0.7562000155448914,,
,,21411,0.0003,,,,,
61,0.9375,21449,,0.1722971647977829,,,,
61,0.9609375,21499,,0.13041917979717255,,,,
61,0.921875,21549,,0.1870313435792923,,,,
61,0.9609375,21599,,0.1296597123146057,,,,
61,0.9375,21649,,0.1842949390411377,,,,
61,0.9296875,21699,,0.17152462899684906,,,,
61,0.9375,21749,,0.165188267827034,,,,
61,,21761,,,0.9183183312416077,0.756600022315979,,
,,21762,0.0003,,,,,
62,0.9375,21799,,0.18037572503089905,,,,
62,0.9453125,21849,,0.15822286903858185,,,,
62,0.9296875,21899,,0.26820501685142517,,,,
62,0.9296875,21949,,0.15113750100135803,,,,
62,0.8828125,21999,,0.3000776469707489,,,,
62,0.875,22049,,0.24782179296016693,,,,
62,0.9453125,22099,,0.1256449669599533,,,,
62,,22112,,,0.9152430891990662,0.7559999823570251,,
,,22113,0.0003,,,,,
63,0.953125,22149,,0.1765194684267044,,,,
63,0.921875,22199,,0.21509161591529846,,,,
63,0.9765625,22249,,0.10477862507104874,,,,
63,0.9453125,22299,,0.2096671760082245,,,,
63,0.8828125,22349,,0.2573032081127167,,,,
63,0.9140625,22399,,0.23187878727912903,,,,
63,0.921875,22449,,0.1790587455034256,,,,
63,,22463,,,1.049385905265808,0.7373999953269958,,
,,22464,0.0003,,,,,
64,0.90625,22499,,0.19795432686805725,,,,
64,0.9609375,22549,,0.1330033540725708,,,,
64,0.90625,22599,,0.26747795939445496,,,,
64,0.953125,22649,,0.14465992152690887,,,,
64,0.9140625,22699,,0.22626525163650513,,,,
64,0.890625,22749,,0.2717018723487854,,,,
64,0.953125,22799,,0.22269541025161743,,,,
64,,22814,,,0.9829320311546326,0.7504000067710876,,
,,22815,0.0003,,,,,
